id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
87e0356f764b9c92,"|class=Start |listas=Matsuda, Chiaki}}
}}",0,0,0,0,0,0
∞,"I use a translator
I use a translator, google.",0,0,0,0,0,0
87e0dc042aa5d84c,"Disist making false claims in edit summaries and in messages on my talk..
I started an entire section on the talkpage of Talk:Fascism specifically about you, you have yet to reply to absoutely any of it at all, you have yet to engage in the discussion. I have come forward and brought together a long talkpage message concerning it, but you're avoiding it. We both know that you are simply playing a game by attempting to WP:CENSOR Wikipedia. As you are violating WP:EDIT, WP:CITE and WP:BLANK with your purging of over 70 sources.

You are familiar with our policies so that is not that problem, you know full well that wholesale reverting information with 70+ sources is not acceptable and violates the above. If you have a problem with specific parts of the text in the version I'm developing, all with sources, then bring up the specific parts on the talk and I'll gladly discuss it with you. However wholesale reverting hours of sources, vertified information is just a violation of vandalism and you know it is not acceptable. -",0,0,0,0,0,0
87e1dcced7796f47,"Jessica Asato
Why do you want to remove all that material?",0,0,0,0,0,0
87e23f7f3edfdb5e,"Moderator
Thanks for the correction, I should have looked it up first!",0,0,0,0,0,0
87e2b49c307aeb86,"Yes.  Play the game, and you'll see that it is definitely a first person game.  The camera is in the tank, not behind it.",0,0,0,0,0,0
87e2f197b536e986,"""::::::::: It is unprudent to claim that the fact who started the war,is """"irrelevent"""".Any law collage student knows that from the standpoint of the international legal system,it is of crucial importance to determine who was the agressor.In our case,there is no doubt that georgian government violated the peace agreement and brutally attacked S.Ossetia in early August of 2008,hoping Russia will turn a blindeye on the assasination of its peace-keepers and its citizens as well as on the violation of  the previous agreements.The sheer brutality of georgian attack accounted for much damage of civil buildings in Tskhinvali as well as for hundreds of casualties among the ossetian population.   
-    
- In this sense,we have right to blame georgian side for ANY damage and ANY casualties that have been the consequence of the georgian-started war.  

""",0,0,0,0,0,0
87e342541cf4fd57,"False Accusations 

There was a comment from this user on User talk:137.240.136.81 saying that the user from the IP address had vandalized User talk:Neptuniandroid. No such deed has been done. Please refrain the personal attacks and threats against this IP address. I have already had such vulgarities removed. Thank You.",0,0,0,0,0,0
87e39f38bab3693b,"Please disambiguation ECN 

in the IPv4#Header diagram, there's a link to ECN, which is a dab page.  I'm guessing the link should be to Explicit Congestion Notification, but I'm not sure.  Can somebody who knows for sure please fix the link.  Thanks    (talk)",0,0,0,0,0,0
87e3ca1190743caa,"Find a format that works for the refernces, as [1]. [2], [3] in the middle of sentences looks fucking awfull. Use the Notes section until a better format is found for reference markers.",0,0,1,0,0,0
87e3f25290f546c0,"""

Your checklinks is also tagging a few links that aren't dead links.  Maybe you could run checklinks separately from your """"fixes"""" of piped links, so we can fix one without you having to redo the other.  Some are, but some are not, can you manually check your work for a bit and tell the checklink coders that they are being overeager?  You're making a lot of work for people if you mis-tag stuff. I have close to 2000 articles watchlisted, and mass tagging by machine is a real pain to fix manually. I'm sure you want to improve wikipedia, and linkrot is an ongoing concern, but please double-check for a bit, OK?  (talk) """,0,0,0,0,0,0
87e4161a60025450,"""

BTW, in the page, it's written more than once that Madhavan was nominated for the National Film Awards. Do you have a proof/ref indicating so?  • Talk2me """,0,0,0,0,0,0
87e4df0d6009adc9,Thanks for rolling it back Raul. Much better.,0,0,0,0,0,0
87e6461c6c289ad1,"""::My mistakeI meant """"blocked."""" However, if you see fit to uphold the double standard, thats your choice. cheers.  

""",0,0,0,0,0,0
87e76c80ba4c40a0,"Blockign Anthony Robbins 

You fucking moron. You blocked the wrong person. Useless prick.",1,0,1,0,1,0
87e83d815aa54853,typical provocator.. Shah,0,0,0,0,0,0
87e8eaa5eedd8add,"Change 

Hi,

You made a change here: http://en.wikipedia.org/w/index.php?title=Duane_Gish&diff;=prev&oldid;=88957990

If you don't mind, I am going to undo your change. I think that that particular trivia section adds to the article. Perhaps I'll try to incorporate it into other parts of the article. If I don't hear from you by tomorrow, I'll do it.

Thanks",0,0,0,0,0,0
87e8f2de8660c173,"Attacks in the article James Vaughn
Please do not make personal attacks on other people. Wikipedia has a strict policy against personal attacks. Attack pages and images are not tolerated by Wikipedia and are speedily deleted. Users who continue to create or repost such pages and images will be blocked from editing Wikipedia. Thank you.  FreplySpang",0,0,0,0,0,0
87e9cabee7c43e07,< who the heck wrote that crap _ explain why a forum devoted to Schapelle Corby should not be on her Wiki. What sets the other sites apart from mine ? My forum was the first and only Schapelle support site for months. Who the heck are you to say it should got here. You can remove it everyday and I will be back the next day to add it again. FFS get a life.,1,0,1,0,0,0
87ea268e40b3f639,"""
Sure, go for it. - 37 [talk] """,0,0,0,0,0,0
87eb368b72e73f22,physicsyo yo yo dog!!!!!,0,0,0,0,0,0
87ebb19439ea9549,No clue. That's why I made a new account.,0,0,0,0,0,0
87ecaa2c5c9e9196,"Page Triage newsletter
Hey all. Some quick but important updates on what we've been up to and what's coming up next ).

The curation toolbar, our Wikimedia-supported twinkle replacement. We're going to be deploying it, along with a pile of bugfixes, to wikipedia on 9 August. After a few days to check it doesn't make anything explode or die, we'll be sticking up a big notice and sending out an additional newsletter inviting people to test it out and give us feedback ). This will be followed by two office hours sessions - one on Tuesday the 14th of August at 19:00 UTC for all us Europeans, and one on Wednesday the 15th at 23:00 UTC for the East Coasters out there ). As always, these will be held in #wikimedia-office; drop me a note if you want to know how to easily get on IRC, or if you aren't able to attend but would like the logs.

I hope to see a lot of you there; it's going to be a big day for everyone involved, I think ). I'll have more notes after the deployment!",0,0,0,0,0,0
87edf5e669890a56,"I have been blocked for no reason.  My brother is daniel10, and i'm not him!",0,0,0,0,0,0
87ef20b2d32b526a,"Sing Sing in Popular Culture 

Should it be added? Well, the only thing I can think of now is Watchmen's Rorschach was incarcerated at Sing Sing, but that's all. I'm sure there're other references. Can we compile them and maybe have a section for it?",0,0,0,0,0,0
87f02b3c7bb16691,"Land of Destiny 

Website: www.landofdestiny.com

Developer: BasTijs

Description: Land of Destiny is a browser-based strategy game set in medieval times.

Development: 2008
Alpha Test
- Private test at GalaxyNews
- Launch at mmosite.com
- Launch at mPOGD.com

Public Release
- Launch at 

GalaxyNews

mPOGD",0,0,0,0,0,0
87f123ddf7118a65,"dear disco guy,

we have made the change to the coomera colts soccer club with relivant information such as the change to the nationality of ben jackson. we believe that you should change our edit back to his actual nationality (kenyan). if you continue to disrupt you will be be exterminated and your IP adress will be sent to the police. )

Thanks you

A freindly wikipedian...",0,0,0,0,0,0
87f1772f47766142,"""

 Please do not vandalize pages, as you did with this edit to Chicago Cubs. If you continue to do so, you will be blocked from editing.    """,0,0,0,0,0,0
87f369a2890372f5,I will oppose the nomination on the grounds of lack of common sense and breaking Wikipedia Policy on the grounds of the article being the work of a sole editor and not being a collaboration.,0,0,0,0,0,0
87f3aa7ef0dbd10d,"1894–95 World Championship 

Hi - I have started a discussion on this article at Wikipedia talk:WikiProject Football#1894–95 World Championship. Your contribution would be appreciated.",0,0,0,0,0,0
87f3dd662529c85d,"""

listen casp, clearly you do not have the ability to distinguish between a threat and a comment. I said IF this was the USA I would have sued you by now. That is a hypothetical situation. If I wanted to threaten you - I would have said.....""""Im gonna sue your ass!""""

Do you see the difference? it's subtle i know but even the likes of you should have enough knowledge of the english language to make that distinction.""",1,0,0,0,0,0
87f43b5a377b7f30,"""
No, I have evidence it is Paul Wehage.  Besides it was known information on Wikipedia - it's in our archives.  It was admitted by his friend Jean-Thierry.  The Wikipedia Review continually argues Wikipedia policy on their site, so I held them to their own standards.  Something they are unaccustomed to having done.  David '''''' """,0,0,0,0,0,0
87f4d75d206ab9e4,REDIRECT Talk:List of Agrawal people,0,0,0,0,0,0
87f5359b0747cde9,"""
Followup:
  """"Memoria Press authors develop and teach their courses in Highlands Latin School classrooms.""""
   """"By far the most influential in our decisions is Memoria Press and Highlands Latin School. These are essentially one organization. One half is an actual school and the other half is a publisher.""""
  """,0,0,0,0,0,0
87f63171fe2dd6ca,"""

 Another possible sock of  

There may be another sock of AFI-PUNK, and he's using a user account called . He is continually reverting my edits and restoring capitalized genres separated by line breaks (on album pages) as well as capitalizing personnel roles (""""Lead Vocals"""", """"Bass Guitar"""") when they should not be capitalized. He has continued to undo my edits after being warned by both me and another editor, saying """"THIS IS FUCKING GAY"""" in one of his reverts. I suggest a checkuser on this person. meh! """,0,0,1,0,0,0
87f6a7379c1bd1e3,The nom's at Wikipedia:Requests for Adminship/Moralis. All you have to do is accept on the page. Good luck!  Speak!,0,0,0,0,0,0
87f72dd7db8575a4,"Gio, I agree with your comments, though I wish you wouldn't insert them in the middle like that.  Since your response, Tim has gone on a rampage, removing all sorts of things that, coincidentally, some Christians might find embarassing.  Bias is as bias does; I don't really care how he identifies himself, only what sort of harm he causes.  This is getting ridiculous.",0,0,0,0,0,0
87f778fe88a90905,"""

 Unlicensed? 

The two therapists who killed Candace Newmaker were both legally allowed to practice in Colorado.  Connell Watkins had been an unlicensed psychotherapist registered with the State of Colorado, which allowed her to practice, which she had done for over fifteen years in Colorado.  Julie Ponder was a marriage and family therapist in California, and under reciprocity agreements was allowed to practice in Colorado.  These are facts which came out in trial.

It was part of the scandal of this case that the little girl was (a) killed during what was claimed to be psychotherapy and (b) killed by persons legally allowed to practice.      Additionally, part of the importance of the case was that these convictions were the first time that practicing therapists were criminally convicted for maltreatment during a therapy session, where the criminality did not involve sexual misconduct.

Thus, it is both inaccurate and misses the point to qualify these therapists as """"unlicensed"""".  While some mental-health practitioners would like to place Newmaker's killers as outside the legal framework mental-health practice (licensing), but that is only their point of view and is not supported by the facts of the matter.

I have accordingly improved the article to remove the words """"unlicensed"""" as being wrong, POV and misleading to Wiki readers.

 """,0,0,0,0,0,0
87fba693d498356e,"""

 DYK! 

On 19 August, 2008, Did you know? was updated with  from the article Jamnapari goat, which you created or substantially expanded. If you know of another interesting fact from a recently created article, then please suggest it on the Did you know? talk page. I'm an Editorthewiki[citation needed] """,0,0,0,0,0,0
87fba91011543d05,The two buildings are joined together and Humphrey patrolled them both (and indeed much wider - his main work was at the Cabinet Office. .  fys aym.,0,0,0,0,0,0
87fc999968179b2b,"""

 Speedy deletion of """"Frugooscape"""" 

A page you created, Frugooscape, has been tagged for deletion in accordance with our deletion policy. In particular, it meets one or more criteria for speedy deletion; the relevant criterion is:

Patent nonsense and gibberish, an unsalvageably incoherent page with no meaningful content.

You are welcome to contribute content which complies with our content policies and any applicable inclusion guidelines. However, please do not simply re-create the page with the same content. You may also wish to read our introduction to editing and guide to writing your first article.

If you have any questions, please contact an administrator for assistance. Thank you  talk """,0,0,0,0,0,0
87fcefba7aaa8340,Can you provide a reference?,0,0,0,0,0,0
87fd3f2999678012,"HI... it would appear the Republican office holder is locked down and owned? Not very wiki, considering that it would appear those, who are controlling that article are democrats.  That would seem to be in  conflict with any reasonable notion of fairness, but I guess no one cares.",0,0,0,0,0,0
87fd4ecb486e6d1b,"A pic for the geobox would be great! I've already searched flickr and what I find are places  in Arizona, imagine that?",0,0,0,0,0,0
87fdebc852081c57,"2006 (UTC)

And helo's come with fixed and inflatable floats, so could well be considered seaplanes, too!  20:19, 25 August",0,0,0,0,0,0
87fe7676a97cd0b9,"""
I have been trying to catch up on unreviewed requests and really appreciate what you do, thanks again,   ><>°° """,0,0,0,0,0,0
87fe7a8b44ae28c9,"Well the same behaviors were used by the church for former heretics where used during the inquisitions and the Nazis in World War 2 if you can't control the people you silence them, Some people won't be silenced. I won't. I will continue to describe a spade as a spade and if this results in further blocks you never know maybe in a few hundred years or so someone will rehabilitate my image like they did for Galileo. I'll have to be patient.",0,0,0,0,0,0
87ff77bcc36bdf54,"Fine, I removed the disputed conjecture.",0,0,0,0,0,0
8800a1744379675c,"Soldier? 

Welcome soldier. I am sure that is only a user name. In case not, please learn that Wikipedia is not a battleground. Have a good time in WP.",0,0,0,0,0,0
8800df397affc68f,"Citations 

I find it very objectionable that the only genuinely objective information on vegetarian diet problems was removed because the section as a whole lacks a citation.  I find this to be likely due to a strongly opinionated editor.  Before hacking out large sections of an article that some of us spent time composing because you personally feel it comes off as opinion, especially when there is already a warning about citations, how about coming to discussion first and asking for a citation?  The edits done by Sunkorg on July 8 to me come off as rather unproductive and malicious. I will be adding these back in along with citations where available.",0,0,0,0,0,0
88012d3ee13396e5,Official Russian historiography generally lines up with the old Soviet version. Pēters has said all that I was going to say. ~~,0,0,0,0,0,0
88015f014de35bbd,"""
I don't think it was vandalism, but the problem is that """"Jagaran"""" does not appear to be a newspaper, but, rather, just a slightly fancy blog. As such, it doesn't met our guidelines for reliable sources. However, if you can find the claim listed in a source that does meet those guidelines, we may be able to re-add it.   """,0,0,0,0,0,0
8802960ac9673117,"If not, I'm a fucking moron who should fuck off and stop being such an imbecile.",1,1,1,0,0,0
8804ba37d4840866,"I am not sure that artillery shells quite qualify as bombs, but to answer your question there are smart artillary shells.  It is called Excaliber and they are used by the United States military.  They cost nearly one million dollars a piece but are extremely accurate and useful when air support is not availible.  If you wish to learn more here is a link.",0,0,0,0,0,0
8805abddd7e6cf4e,"Oh - I see - I'm sorry. I'll fix the part with the commune. Is there an easy way to explain left and right tributaries in French? I don't think we have one in English.
And if you want any help with your English on articles, feel free to ask me - I will, if I have time, and I'll try not to mess things up.",0,0,0,0,0,0
8805f42c644af9b7,"""

 Please do not vandalize pages, as you did with this edit to Titian. If you continue to do so, you will be blocked from editing.    """,0,0,0,0,0,0
8806c1fbb704a360,"""
No, I think everything else is covered.Talk   """,0,0,0,0,0,0
8807ef1d56912625,"Please note this is a mobile proxy IP address, and I believe it is fed through BIS, therefore it could potentially have half of Europe's BlackBerry connections through it . Please display a warning as necessary. 93.186.23.238",0,0,0,0,0,0
880876e32f840090,"""

Just wanted to say thankyou to you CIA operatives for protecting the world from healthy and clean energy systems. """"We should all be destroyed"""" is your moto.

It's amazing how lame people are on this earth, How much FEAR is in all of you.
Good, because you people don't know what FEAR is. You will on 2012. 

YOU WILL KNOW WHAT FEAR IS ON 2012. MARK MY WORDS.""",0,0,0,0,0,0
88099d7e4bcfa1c1,"Cumbey threats
These threats were received by email.  14:47, Mar 14, 2005 (UTC)",0,0,0,0,0,0
8809eda412bdb33e,"""
Looks good. No need to add in Horlivka. The last thing I'd say is that the legend should read """"Insurgent-controlled area"""" rather than """"insurgent area of control"""". I'd also recommend adding a dot for Sloviansk on the map. Other than that, we're done here.  — ☎ """,0,0,0,0,0,0
880a00c8174f341d,"This page needs to be renamed,  Jicaque is what other people called them; Tol is the word they call themselves.",0,0,0,0,0,0
880b89bb88198766,"Wow, you're pretty cool 

Buy a static IP =)",0,0,0,0,0,0
880cb5e29b1e0cf0,Can someone do the merger?,0,0,0,0,0,0
880d3d608f37bee3,"RFCU 

FYI, I have opened Wikipedia:Requests_for_checkuser/Case/Betacommand. '''''' talk",0,0,0,0,0,0
880d648c69646c95,", 13 May 2012 (UTC)
Nyanpire might be a boy to you,But some DeviantART people say she's a girl.Like Fairytalekitty,And Pichu90 Along with Aiithekitteh.And those episodes,They're just for a new show for kids,About how Angelmaru was born by her mother:Nyanpire,And her father:Masamunya.The people who say she's a boy,they don't know who they think they are.  16:31",0,0,0,0,0,0
880d89ab74ad3b2c,"""== Literal text ==
I have changed """"According to the literal text of the constitution, the Governor-General is the representative of the Queen of Australia."""" to refer to Queen Victoria instead. I did this to make a point and that point is that the literal text of the Constitution cannot be taken as an unfailingly reliable guide to either practice or law.

Read the Constitution and you will find no mention of the Prime Minister, who is undeniably the head of government, even if one might imagine that this position is occupied by the Governor-General from a cursory reading of the Constitution. The Constitution declares that there shall be an Inter-State Commission, but the truth is that this body does not exist.

Please, if you refer to the literal text of the Constitution, either stick to the literal text and refrain from inserting material that does not belong - you will search in vain for the title """"Queen of Australia"""", for example - or qualify it by referring to documents and events such as the Royal Style and Titles Act 1953 where the title """"Queen of Australia"""" was introduced.  23:44, 11 Feb 2005 (UTC)

Skyring - It is interesting how your own comments can be used to demonstrate how you add your own point of view - """"I did this to make a point!"""". A point about """"literal"""" text is make by using the adjective """"literal"""". Your point belongs elsewhere.

Anyway, the literal text does not mention """"Queen Victoria"""" it mentions the """"Queen"""". It further states that the """"Name of the King or Queen of the United Kingdom of Great Britain and Northern Ireland for the time being is to be substituted from time to time"""". This is what I has done. Maybe, there is a more accurate way of making this subtitution, but """"Queen Victoria""""! That's wrong, wrong, wrong!

Is it? Have you checked the original? I think that you will find that instead of checking, you jumped in with some more untruths. Please think instead of responding when I press your buttons.  21:50, 12 Feb 2005 (UTC)

I notice you haven't responded to this. Have you checked the original? This is in Parliament House, and is on public didplay.  00:04, 14 Feb 2005 (UTC)

Yes I have checked: www.foundingdocs.gov.au

""""Not found The page you requested is not available at this address."""" I suggest you check the original. I have.  00:29, 14 Feb 2005 (UTC)

Rather than just jump in and make changes after 15 seconds thought, go back have a think for serveral days before you start adding stuff like this!. It just wastes time. Also, when you say """"Please!"""", """"Read the constitution"""", you are showing contempt for others. 
 01:02, 12 Feb 2005 (UTC)

When someone makes an obvious mistake like saying the literal text of the Constitution refers to the Queen of Australia, then I am quite justified in asking that person to read it.  21:50, 12 Feb 2005 (UTC)

If you refer to the """"literal text"""" of the Constitution you will have to concede that it contains no reference to a """"Queen of Australia,"""" and that is because the thought of Australia as a state separate from the British Empire would have been quite foreign to the men who wrote the Constitution.  01:56, 12 Feb 2005 (UTC)

I explained the substitution logic above and applied it. Then skyring put in """"Queen Victoria"""" !!! So I reduced it to just just """"Queen"""" (ie no substiution.) I have no problem either way.  11:56, 12 Feb 2005 (UTC)

Let's stick with the Queen, shall we? That's probably the best bet.  21:50, 12 Feb 2005 (UTC)

I thought the point about literal text had been made, but I see that it has not been appreciated. The Constitution does not state that the Governor-General is the representative of the Queen. If you want to quote the literal text of the Constition, then by all means do so, but don't go making stuff up that you think might or should or could be in there, when it clearly isn't.  23:49, 13 Feb 2005 (UTC)

Nowhere in the literal text of the Constitution will you find the statement """"the Governor-General is the representative of the Queen"""". Nowhere. s2 states """"A Governor-General appointed by the Queen shall be Her Majesty's representative"""". That is a clear statement of intention. I noted s101 previously, which states: """"There shall be an Inter-State Commission"""". There is not an Inter-State Commission, so clearly it is incorrect to say that the literal text of s2 means that the Governor-General is now the Queen's representative, given the example",0,0,0,0,0,0
